Date,PM10 ( µg/m3 ),SO2 ( µg/m3 )
2018-03-29 00:00:56,160.01,1.96
2018-03-29 01:00:56,123.72,1.86
2018-03-29 02:00:56,40.39,2.06
2018-03-29 03:00:56,20.08,2.2
2018-03-29 04:00:56,23.39,2.17
2018-03-29 05:00:56,36.75,2.28
2018-03-29 06:00:56,26.95,2.31
2018-03-29 07:00:56,25.27,2.6
2018-03-29 08:00:56,34.89,2.86
2018-03-29 09:00:56,31.3,2.91
2018-03-29 10:00:56,42.11,3.33
2018-03-29 11:00:56,45.84,3.52
2018-03-29 12:00:56,39.92,3.68
2018-03-29 13:00:56,37.43,3.74
2018-03-29 14:00:56,52.68,3.74
2018-03-29 15:00:56,40.65,2.4
2018-03-29 16:00:56,28.22,2.3
2018-03-29 17:00:56,35.89,2.52
2018-03-29 18:00:56,32.08,2.73
2018-03-29 19:00:56,35.44,2.89
2018-03-29 20:00:56,50.78,2.9
2018-03-29 21:00:56,43.31,3.14
2018-03-29 22:00:56,53.6,3.2
2018-03-29 23:00:56,38.83,3.37
2018-03-30 00:00:56,32.92,3.55
2018-03-30 01:00:56,30.0,3.35
2018-03-30 02:00:56,30.14,3.35
2018-03-30 03:00:56,34.91,3.33
2018-03-30 04:00:56,32.33,3.25
2018-03-30 05:00:56,42.91,3.13
2018-03-30 06:00:56,39.86,3.0
2018-03-30 07:00:56,34.6,2.47
2018-03-30 08:00:56,21.0,2.62
2018-03-30 09:00:56,20.86,2.81
2018-03-30 10:00:56,16.11,2.5
2018-03-30 11:00:56,19.89,2.57
2018-03-30 12:00:56,16.03,2.34
2018-03-30 13:00:56,16.91,2.5
2018-03-30 14:00:56,14.0,2.61
2018-03-30 15:00:56,13.86,2.72
2018-03-30 16:00:56,8.91,2.87
2018-03-30 17:00:56,6.06,2.91
2018-03-30 18:00:56,8.03,3.0
2018-03-30 19:00:56,9.46,3.15
2018-03-30 20:00:56,25.38,3.35
2018-03-30 21:00:56,38.6,3.54
2018-03-30 22:00:56,26.28,3.28
2018-03-30 23:00:56,35.91,2.44
2018-03-31 00:00:56,32.83,2.72
2018-03-31 01:00:56,25.85,2.8
2018-03-31 02:00:56,20.8,2.72
2018-03-31 03:00:56,14.18,2.8
2018-03-31 04:00:56,19.85,2.73
2018-03-31 05:00:56,15.0,2.79
2018-03-31 06:00:56,14.69,2.63
2018-03-31 07:00:56,3.97,2.76
2018-03-31 08:00:56,3.68,2.78
2018-03-31 09:00:56,26.52,2.83
2018-03-31 10:00:56,9.94,2.91
2018-03-31 11:00:56,8.0,3.01
2018-03-31 12:00:56,8.08,3.21
2018-03-31 13:00:56,11.03,3.48
2018-03-31 14:00:56,12.0,3.53
2018-03-31 15:00:56,11.91,2.15
2018-03-31 16:00:56,9.21,1.91
2018-03-31 17:00:56,16.33,1.86
2018-03-31 18:00:56,27.03,2.28
2018-03-31 19:00:56,29.16,2.42
2018-03-31 20:00:56,65.83,2.64
2018-03-31 21:00:56,60.37,2.86
2018-03-31 22:00:56,72.29,3.16
2018-03-31 23:00:56,48.37,3.47
2018-04-01 00:00:56,60.72,3.61
2018-04-01 01:00:56,49.74,3.7
2018-04-01 02:00:56,40.29,3.51
2018-04-01 03:00:56,15.74,3.29
2018-04-01 04:00:56,7.28,3.19
2018-04-01 05:00:56,16.72,2.94
2018-04-01 06:00:56,7.06,2.84
2018-04-01 07:00:56,9.4,2.62
2018-04-01 08:00:56,22.66,2.6
2018-04-01 09:00:56,11.2,2.43
2018-04-01 10:00:56,17.64,2.0
2018-04-01 11:00:56,6.03,1.84
2018-04-01 12:00:56,7.03,1.81
2018-04-01 13:00:56,8.42,1.79
2018-04-01 14:00:56,22.57,1.79
2018-04-01 15:00:56,9.0,2.59
2018-04-01 16:00:56,9.0,3.43
2018-04-01 17:00:56,9.3,3.89
2018-04-01 18:00:56,19.39,4.37
2018-04-01 19:00:56,33.9,5.31
2018-04-01 20:00:56,99.26,6.12
2018-04-01 21:00:56,107.69,6.58
2018-04-01 22:00:56,97.93,5.83
2018-04-01 23:00:56,128.33,3.43
2018-04-02 00:00:56,70.87,3.36
2018-04-02 01:00:56,65.35,3.41
2018-04-02 02:00:56,42.24,3.11
2018-04-02 03:00:56,16.2,3.1
2018-04-02 04:00:56,22.69,3.04
2018-04-02 05:00:56,12.03,2.9
