Date,PM10 ( µg/m3 ),SO2 ( µg/m3 )
2018-03-29 00:00:56,100.45,5.77
2018-03-29 01:00:56,66.84,4.8
2018-03-29 02:00:56,68.3,4.48
2018-03-29 03:00:56,66.35,4.08
2018-03-29 04:00:56,55.41,3.77
2018-03-29 05:00:56,49.59,3.67
2018-03-29 06:00:56,55.19,3.41
2018-03-29 07:00:56,48.05,4.46
2018-03-29 08:00:56,51.42,4.39
2018-03-29 09:00:56,52.88,4.91
2018-03-29 10:00:56,59.18,5.57
2018-03-29 11:00:56,70.61,5.65
2018-03-29 12:00:56,60.51,5.47
2018-03-29 13:00:56,72.26,5.45
2018-03-29 14:00:56,75.77,6.12
2018-03-29 15:00:56,82.19,5.65
2018-03-29 16:00:56,83.0,5.41
2018-03-29 17:00:56,123.66,5.62
2018-03-29 18:00:56,136.95,6.26
2018-03-29 19:00:56,127.39,5.68
2018-03-29 20:00:56,110.07,5.37
2018-03-29 21:00:56,126.59,5.18
2018-03-29 22:00:56,130.77,5.17
2018-03-29 23:00:56,119.51,5.02
2018-03-30 00:00:56,107.39,4.77
2018-03-30 01:00:56,101.58,3.15
2018-03-30 02:00:56,87.74,3.21
2018-03-30 03:00:56,55.07,3.14
2018-03-30 04:00:56,37.74,2.92
2018-03-30 05:00:56,24.51,2.86
2018-03-30 06:00:56,23.88,2.81
2018-03-30 07:00:56,26.65,3.15
2018-03-30 08:00:56,28.77,3.03
2018-03-30 09:00:56,30.77,3.35
2018-03-30 10:00:56,30.12,4.3
2018-03-30 11:00:56,30.0,4.15
2018-03-30 12:00:56,25.58,3.16
2018-03-30 13:00:56,23.23,2.66
2018-03-30 14:00:56,22.12,2.54
2018-03-30 15:00:56,31.72,2.98
2018-03-30 16:00:56,23.28,2.79
2018-03-30 17:00:56,22.88,2.49
2018-03-30 18:00:56,18.58,2.84
2018-03-30 19:00:56,16.23,2.69
2018-03-30 20:00:56,13.35,3.86
2018-03-30 21:00:56,20.96,6.89
2018-03-30 22:00:56,26.42,5.38
2018-03-30 23:00:56,23.46,3.87
2018-03-31 00:00:56,17.7,3.36
2018-03-31 01:00:56,17.88,2.66
2018-03-31 02:00:56,21.54,2.5
2018-03-31 03:00:56,22.0,3.75
2018-03-31 04:00:56,22.0,3.04
2018-03-31 05:00:56,17.58,2.53
