Tarih,PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),O3 ( µg/m3 )
2019-03-06 00:00:56,"57,45","43,49","19,70",-,"77,90","120,55","7,21"
2019-03-06 01:00:56,"86,84","56,84","22,43",-,"70,98","112,51","5,72"
2019-03-06 02:00:56,"85,86","61,43","31,95",-,"68,85","137,39","3,53"
2019-03-06 03:00:56,"84,20","54,13","34,03",-,"66,50","116,41","3,41"
2019-03-06 04:00:56,"78,92","50,60","21,53",-,"59,19","124,30","3,40"
2019-03-06 05:00:56,"125,26","58,22","16,58",-,"61,56","127,52","3,28"
2019-03-06 06:00:56,"90,10","52,22","13,90",-,"60,07","132,95","2,99"
2019-03-06 07:00:56,"84,78","56,59","14,74",-,"59,91","119,02","3,22"
2019-03-06 08:00:56,"66,85","50,03","17,76",-,"55,56","120,25","3,61"
2019-03-06 09:00:56,"80,56","57,06","21,29",-,"59,24","203,95","2,89"
2019-03-06 10:00:56,"100,26","66,26","26,00",-,"57,63",-,"3,33"
2019-03-06 11:00:56,"102,53","61,90","35,82",-,"64,69","254,73","3,86"
2019-03-06 12:00:56,"170,61","90,21","18,02",-,"58,26","174,85","5,17"
2019-03-06 13:00:56,"137,86","70,37","14,21",-,"68,06","195,76","6,04"
2019-03-06 14:00:56,"121,82","71,97","14,44",-,"70,56","160,65","8,56"
2019-03-06 15:00:56,"100,05","61,24","14,00",-,"74,25","190,57","9,20"
2019-03-06 16:00:56,"98,05","52,70","14,40",-,"71,67","155,16","12,02"
2019-03-06 17:00:56,"81,71","49,36","12,01",-,"67,13","118,94","15,17"
2019-03-06 18:00:56,"63,29","31,97","17,86",-,"62,81","111,48","17,13"
2019-03-06 19:00:56,"65,11","32,28","15,23",-,"67,86","109,11","12,84"
2019-03-06 20:00:56,"74,38","39,85","19,58",-,"72,91","133,44","5,48"
2019-03-06 21:00:56,"153,50","70,74","18,78",-,"77,02","152,37","3,59"
2019-03-06 22:00:56,"174,24","93,29","25,65",-,"82,76","187,62","3,64"
2019-03-06 23:00:56,"148,22","81,11","14,15",-,"68,59","121,51","13,98"
2019-03-07 00:00:56,"67,88","46,81","14,28",-,"36,31","45,22","40,84"
2019-03-07 01:00:56,"30,74","24,44","6,38",-,"65,71","112,89","6,96"
2019-03-07 02:00:56,"60,18","48,17","5,44",-,"70,87","148,52","3,44"
2019-03-07 03:00:56,"63,61","48,36","5,33",-,"61,22","149,37","3,34"
2019-03-07 04:00:56,"72,59","53,78","2,20",-,"51,16","88,66","3,85"
2019-03-07 05:00:56,"51,05","28,95","3,10",-,"49,06","77,52","4,80"
2019-03-07 06:00:56,"38,08","22,92","3,60",-,"38,45","56,15","10,11"
2019-03-07 07:00:56,"32,11","21,09","1,48",-,"42,20","64,32","4,30"
2019-03-07 08:00:56,"26,58","22,81","3,34",-,"39,99","61,40","6,30"
2019-03-07 09:00:56,"28,70","24,00","6,98",-,"38,42","62,36","9,16"
2019-03-07 10:00:56,"27,15","22,02","16,75",-,"43,13","106,29","6,69"
2019-03-07 11:00:56,"48,01","34,95","26,32",-,"45,78",-,"12,74"
2019-03-07 12:00:56,"59,24","42,47","22,49",-,"48,03","103,83","24,03"
2019-03-07 13:00:56,"61,98","46,51","17,08",-,"28,06","47,84","50,59"
2019-03-07 14:00:56,"34,50","24,53","12,05",-,"20,86","34,33","65,21"
2019-03-07 15:00:56,"27,94","16,84","4,47",-,"12,24","21,42","77,66"
2019-03-07 16:00:56,"26,86","6,96","0,50",-,"10,52","20,18","80,53"
2019-03-07 17:00:56,"14,46","5,67","5,47",-,"16,30","26,26","74,50"
2019-03-07 18:00:56,"25,51","9,33","6,24",-,"24,64","36,83","65,91"
2019-03-07 19:00:56,"31,18","9,32","8,34",-,"46,07","75,49","48,02"
2019-03-07 20:00:56,"39,97","10,40","25,52",-,"79,53","136,57","19,53"
2019-03-07 21:00:56,"71,70","23,59","31,43",-,"81,15","136,40","4,89"
2019-03-07 22:00:56,"112,05","33,92","18,97",-,"69,62","100,98","8,76"
2019-03-07 23:00:56,"75,57","40,46","12,70",-,"51,75","63,26","25,63"
2019-03-08 00:00:56,"53,52","31,93","17,84",-,"67,74","91,88","6,73"
2019-03-08 01:00:56,"68,41","41,21","13,16",-,"57,55","71,72","13,51"
2019-03-08 02:00:56,"52,61","38,26","8,35",-,"67,55","102,08","3,44"
2019-03-08 03:00:56,"63,11","43,13","9,72",-,"64,98","110,68","3,48"
2019-03-08 04:00:56,"63,83","43,80","8,50",-,"62,96","86,47","4,12"
2019-03-08 05:00:56,"60,91","39,92","7,49",-,"59,71","100,31","3,07"
2019-03-08 06:00:56,"68,25","44,61","7,27",-,"54,65","112,16","3,08"
2019-03-08 07:00:56,"65,21","48,68","14,29",-,"56,85","127,10","2,85"
2019-03-08 08:00:56,"69,77","52,86","22,04",-,"54,98","135,98","2,90"
2019-03-08 09:00:56,"74,25","52,17","19,71",-,"54,05","170,57","3,46"
2019-03-08 10:00:56,"70,76","40,49","22,63",-,"55,08","152,57","6,77"
2019-03-08 11:00:56,"78,04","43,02","14,22",-,"55,01","155,92","10,37"
2019-03-08 12:00:56,"83,62","42,87","10,90",-,"65,74",-,"12,25"
